"","Temp","Year","Month","Day","Dist","Month2","Season","Full"
"1",0.8,1961,"Jan",2,0,1,"Winter","Full"
"2",3.2,1961,"Jan",31,0,1,"Winter","Full"
"3",4.8,1961,"Mar",2,0,3,"Spring","Full"
"4",-0.8,1961,"Apr",1,0,4,"Spring","Full"
"5",9.2,1961,"Apr",30,0,4,"Spring","Full"
"6",19.8,1961,"May",30,0,5,"Spring","Full"
"7",17.1,1961,"Jun",28,0,6,"Summer","Full"
"8",14.6,1961,"Jul",27,0,7,"Summer","Full"
"9",17.2,1961,"Aug",26,0,8,"Summer","Full"
"10",11.9,1961,"Sep",24,0,9,"Autumn","Full"
"11",10.4,1961,"Oct",23,0,10,"Autumn","Full"
"12",-2.2,1961,"Nov",22,0,11,"Autumn","Full"
"13",-7.8,1961,"Dec",22,0,12,"Winter","Full"
"14",4.4,1962,"Jan",20,0,1,"Winter","Full"
"15",4.2,1962,"Feb",19,0,2,"Winter","Full"
"16",0.9,1962,"Mar",21,0,3,"Spring","Full"
"17",11.6,1962,"Apr",20,0,4,"Spring","Full"
"18",9.6,1962,"May",19,0,5,"Spring","Full"
"19",16.7,1962,"Jun",18,0,6,"Summer","Full"
"20",14.8,1962,"Jul",17,0,7,"Summer","Full"
"21",12.8,1962,"Aug",15,0,8,"Summer","Full"
"22",12,1962,"Sep",14,0,9,"Autumn","Full"
"23",7.4,1962,"Oct",13,0,10,"Autumn","Full"
"24",2.2,1962,"Nov",11,0,11,"Autumn","Full"
"25",3.7,1962,"Dec",11,0,12,"Winter","Full"
"26",-10.5,1963,"Jan",10,0,1,"Winter","Full"
"27",-3.9,1963,"Feb",8,0,2,"Winter","Full"
"28",-1,1963,"Mar",10,0,3,"Spring","Full"
"29",6.1,1963,"Apr",9,0,4,"Spring","Full"
"30",12.1,1963,"May",8,0,5,"Spring","Full"
"31",20.5,1963,"Jun",7,0,6,"Summer","Full"
"32",19.8,1963,"Jul",6,0,7,"Summer","Full"
"33",22.6,1963,"Aug",5,0,8,"Summer","Full"
"34",16.9,1963,"Sep",3,0,9,"Autumn","Full"
"35",9.5,1963,"Oct",3,0,10,"Autumn","Full"
"36",7.6,1963,"Nov",1,0,11,"Autumn","Full"
"37",3.6,1963,"Dec",1,0,12,"Winter","Full"
"38",3.6,1963,"Dec",30,0,12,"Winter","Full"
"39",1,1964,"Jan",29,0,1,"Winter","Full"
"40",0,1964,"Feb",27,0,2,"Winter","Full"
"41",3.8,1964,"Mar",28,0,3,"Spring","Full"
"42",9.1,1964,"Apr",26,0,4,"Spring","Full"
"43",17.3,1964,"May",26,0,5,"Spring","Full"
"44",16.3,1964,"Jun",25,0,6,"Summer","Full"
"45",14.2,1964,"Jul",24,0,7,"Summer","Full"
"46",17.1,1964,"Aug",23,0,8,"Summer","Full"
"47",8,1964,"Sep",21,0,9,"Autumn","Full"
"48",8.7,1964,"Oct",21,0,10,"Autumn","Full"
"49",5.8,1964,"Nov",19,0,11,"Autumn","Full"
"50",-2.8,1964,"Dec",19,0,12,"Winter","Full"
"51",3.1,1965,"Jan",17,0,1,"Winter","Full"
"52",-3,1965,"Feb",16,0,2,"Winter","Full"
"53",3.8,1965,"Mar",17,0,3,"Spring","Full"
"54",6.2,1965,"Apr",16,0,4,"Spring","Full"
"55",5.5,1965,"May",15,0,5,"Spring","Full"
"56",19.2,1965,"Jun",14,0,6,"Summer","Full"
"57",14.4,1965,"Jul",13,0,7,"Summer","Full"
"58",17,1965,"Aug",12,0,8,"Summer","Full"
"59",13,1965,"Sep",11,0,9,"Autumn","Full"
"60",9.9,1965,"Oct",10,0,10,"Autumn","Full"
"61",7.9,1965,"Nov",9,0,11,"Autumn","Full"
"62",1.4,1965,"Dec",8,0,12,"Winter","Full"
"63",-0.2,1966,"Jan",7,0,1,"Winter","Full"
"64",0.7,1966,"Feb",5,0,2,"Winter","Full"
"65",6.7,1966,"Mar",7,0,3,"Spring","Full"
"66",4,1966,"Apr",5,0,4,"Spring","Full"
"67",13.5,1966,"May",4,0,5,"Spring","Full"
"68",14.2,1966,"Jun",3,0,6,"Summer","Full"
"69",18.9,1966,"Jul",2,0,7,"Summer","Full"
"70",13.9,1966,"Aug",1,0,8,"Summer","Full"
"71",15.7,1966,"Aug",31,0,8,"Summer","Full"
"72",9.2,1966,"Sep",29,0,9,"Autumn","Full"
"73",2.8,1966,"Oct",29,0,10,"Autumn","Full"
"74",5.5,1966,"Nov",28,0,11,"Autumn","Full"
"75",-4.7,1966,"Dec",27,0,12,"Winter","Full"
"76",2.2,1967,"Jan",26,0,1,"Winter","Full"
"77",2.6,1967,"Feb",24,0,2,"Winter","Full"
"78",8.5,1967,"Mar",26,0,3,"Spring","Full"
"79",7.7,1967,"Apr",24,0,4,"Spring","Full"
"80",13.7,1967,"May",23,0,5,"Spring","Full"
"81",16.9,1967,"Jun",22,0,6,"Summer","Full"
"82",19.2,1967,"Jul",21,0,7,"Summer","Full"
"83",15.8,1967,"Aug",20,0,8,"Summer","Full"
"84",15.8,1967,"Sep",18,0,9,"Autumn","Full"
"85",3.3,1967,"Oct",18,0,10,"Autumn","Full"
"86",6.3,1967,"Nov",17,0,11,"Autumn","Full"
"87",0,1967,"Dec",17,0,12,"Winter","Full"
"88",3.3,1968,"Jan",15,0,1,"Winter","Full"
"89",-1.8,1968,"Feb",14,0,2,"Winter","Full"
"90",0.1,1968,"Mar",14,0,3,"Spring","Full"
"91",11,1968,"Apr",13,0,4,"Spring","Full"
"92",9.2,1968,"May",12,0,5,"Spring","Full"
"93",15.4,1968,"Jun",10,0,6,"Summer","Full"
"94",16.1,1968,"Jul",10,0,7,"Summer","Full"
"95",21.3,1968,"Aug",8,0,8,"Summer","Full"
"96",19.6,1968,"Sep",6,0,9,"Autumn","Full"
"97",5.8,1968,"Oct",6,0,10,"Autumn","Full"
"98",2,1968,"Nov",5,0,11,"Autumn","Full"
"99",1.1,1968,"Dec",5,0,12,"Winter","Full"
"100",-0.9,1969,"Jan",3,0,1,"Winter","Full"
"101",1.4,1969,"Feb",2,0,2,"Winter","Full"
"102",-2.7,1969,"Mar",4,0,3,"Spring","Full"
"103",2.1,1969,"Apr",2,0,4,"Spring","Full"
"104",4.3,1969,"May",2,0,5,"Spring","Full"
"105",13.1,1969,"May",31,0,5,"Spring","Full"
"106",14.6,1969,"Jun",29,0,6,"Summer","Full"
"107",23.6,1969,"Jul",29,0,7,"Summer","Full"
"108",13.2,1969,"Aug",27,0,8,"Summer","Full"
"109",15.4,1969,"Sep",25,0,9,"Autumn","Full"
"110",9.4,1969,"Oct",25,0,10,"Autumn","Full"
"111",-1.7,1969,"Nov",24,0,11,"Autumn","Full"
"112",-4.3,1969,"Dec",23,0,12,"Winter","Full"
"113",-2.4,1970,"Jan",22,0,1,"Winter","Full"
"114",-1.4,1970,"Feb",21,0,2,"Winter","Full"
"115",-0.3,1970,"Mar",23,0,3,"Spring","Full"
"116",5.4,1970,"Apr",21,0,4,"Spring","Full"
"117",9.3,1970,"May",21,0,5,"Spring","Full"
"118",25,1970,"Jun",19,0,6,"Summer","Full"
"119",16,1970,"Jul",18,0,7,"Summer","Full"
"120",16.2,1970,"Aug",17,0,8,"Summer","Full"
"121",16.4,1970,"Sep",15,0,9,"Autumn","Full"
"122",7.6,1970,"Oct",14,0,10,"Autumn","Full"
"123",5.1,1970,"Nov",13,0,11,"Autumn","Full"
"124",4.5,1970,"Dec",12,0,12,"Winter","Full"
"125",2.7,1971,"Jan",11,0,1,"Winter","Full"
"126",3.8,1971,"Feb",10,0,2,"Winter","Full"
"127",-1.3,1971,"Mar",12,0,3,"Spring","Full"
"128",7.5,1971,"Apr",10,0,4,"Spring","Full"
"129",18.8,1971,"May",10,0,5,"Spring","Full"
"130",12.7,1971,"Jun",9,0,6,"Summer","Full"
"131",24.9,1971,"Jul",8,0,7,"Summer","Full"
"132",20.5,1971,"Aug",6,0,8,"Summer","Full"
"133",11.5,1971,"Sep",5,0,9,"Autumn","Full"
"134",7.7,1971,"Oct",4,0,10,"Autumn","Full"
"135",11.3,1971,"Nov",2,0,11,"Autumn","Full"
"136",3,1971,"Dec",2,0,12,"Winter","Full"
"137",-2.2,1971,"Dec",31,0,12,"Winter","Full"
"138",-2.7,1972,"Jan",30,0,1,"Winter","Full"
"139",0,1972,"Feb",29,0,2,"Winter","Full"
"140",1.4,1972,"Mar",29,0,3,"Spring","Full"
"141",5.7,1972,"Apr",28,0,4,"Spring","Full"
"142",12.4,1972,"May",28,0,5,"Spring","Full"
"143",21.2,1972,"Jun",26,0,6,"Summer","Full"
"144",18.2,1972,"Jul",26,0,7,"Summer","Full"
"145",14.7,1972,"Aug",24,0,8,"Summer","Full"
"146",10.2,1972,"Sep",23,0,9,"Autumn","Full"
"147",3.6,1972,"Oct",22,0,10,"Autumn","Full"
"148",5.9,1972,"Nov",21,0,11,"Autumn","Full"
"149",2.1,1972,"Dec",20,0,12,"Winter","Full"
"150",-0.3,1973,"Jan",18,0,1,"Winter","Full"
"151",0.5,1973,"Feb",17,0,2,"Winter","Full"
"152",4.3,1973,"Mar",19,0,3,"Spring","Full"
"153",6.5,1973,"Apr",17,0,4,"Spring","Full"
"154",11,1973,"May",17,0,5,"Spring","Full"
"155",12.5,1973,"Jun",15,0,6,"Summer","Full"
"156",20.4,1973,"Jul",15,0,7,"Summer","Full"
"157",22.9,1973,"Aug",14,0,8,"Summer","Full"
"158",13.6,1973,"Sep",12,0,9,"Autumn","Full"
"159",1.7,1973,"Oct",12,0,10,"Autumn","Full"
"160",5.8,1973,"Nov",10,0,11,"Autumn","Full"
"161",-0.7,1973,"Dec",10,0,12,"Winter","Full"
"162",-1.6,1974,"Jan",8,0,1,"Winter","Full"
"163",0.3,1974,"Feb",7,0,2,"Winter","Full"
"164",0.1,1974,"Mar",8,0,3,"Spring","Full"
"165",14.6,1974,"Apr",6,0,4,"Spring","Full"
"166",8.7,1974,"May",6,0,5,"Spring","Full"
"167",12.9,1974,"Jun",4,0,6,"Summer","Full"
"168",12.3,1974,"Jul",4,0,7,"Summer","Full"
"169",17.2,1974,"Aug",3,0,8,"Summer","Full"
"170",17,1974,"Sep",1,0,9,"Autumn","Full"
"171",8.1,1974,"Oct",1,0,10,"Autumn","Full"
"172",4.6,1974,"Oct",31,0,10,"Autumn","Full"
"173",-0.4,1974,"Nov",29,0,11,"Autumn","Full"
"174",4.6,1974,"Dec",29,0,12,"Winter","Full"
"175",3.6,1975,"Jan",27,0,1,"Winter","Full"
"176",0.5,1975,"Feb",26,0,2,"Winter","Full"
"177",1.4,1975,"Mar",27,0,3,"Spring","Full"
"178",8,1975,"Apr",25,0,4,"Spring","Full"
"179",12.6,1975,"May",25,0,5,"Spring","Full"
"180",24,1975,"Jun",23,0,6,"Summer","Full"
"181",20.8,1975,"Jul",23,0,7,"Summer","Full"
"182",22.2,1975,"Aug",21,0,8,"Summer","Full"
"183",15.3,1975,"Sep",20,0,9,"Autumn","Full"
"184",6.9,1975,"Oct",20,0,10,"Autumn","Full"
"185",4.8,1975,"Nov",18,0,11,"Autumn","Full"
"186",-1,1975,"Dec",18,0,12,"Winter","Full"
"187",-3,1976,"Jan",17,0,1,"Winter","Full"
"188",-4.9,1976,"Feb",15,0,2,"Winter","Full"
"189",-2,1976,"Mar",16,0,3,"Spring","Full"
"190",7.8,1976,"Apr",14,0,4,"Spring","Full"
"191",11.2,1976,"May",13,0,5,"Spring","Full"
"192",13.9,1976,"Jun",12,0,6,"Summer","Full"
"193",21.8,1976,"Jul",11,0,7,"Summer","Full"
"194",20.3,1976,"Aug",10,0,8,"Summer","Full"
"195",14.5,1976,"Sep",8,0,9,"Autumn","Full"
"196",11.2,1976,"Oct",8,0,10,"Autumn","Full"
"197",10.9,1976,"Nov",7,0,11,"Autumn","Full"
"198",3.2,1976,"Dec",6,0,12,"Winter","Full"
"199",-1.9,1977,"Jan",5,0,1,"Winter","Full"
"200",3,1977,"Feb",4,0,2,"Winter","Full"
"201",4.6,1977,"Mar",5,0,3,"Spring","Full"
"202",4.9,1977,"Apr",4,0,4,"Spring","Full"
"203",12.8,1977,"May",3,0,5,"Spring","Full"
"204",14.3,1977,"Jun",1,0,6,"Summer","Full"
"205",14,1977,"Jul",1,0,7,"Summer","Full"
"206",20,1977,"Jul",30,0,7,"Summer","Full"
"207",15.1,1977,"Aug",28,0,8,"Summer","Full"
"208",8,1977,"Sep",27,0,9,"Autumn","Full"
"209",10,1977,"Oct",27,0,10,"Autumn","Full"
"210",1.9,1977,"Nov",25,0,11,"Autumn","Full"
"211",3,1977,"Dec",25,0,12,"Winter","Full"
"212",0.8,1978,"Jan",24,0,1,"Winter","Full"
"213",-1.9,1978,"Feb",23,0,2,"Winter","Full"
"214",2.6,1978,"Mar",24,0,3,"Spring","Full"
"215",10,1978,"Apr",23,0,4,"Spring","Full"
"216",16.3,1978,"May",22,0,5,"Spring","Full"
"217",16.2,1978,"Jun",20,0,6,"Summer","Full"
"218",13.9,1978,"Jul",20,0,7,"Summer","Full"
"219",17.5,1978,"Aug",18,0,8,"Summer","Full"
"220",13.1,1978,"Sep",16,0,9,"Autumn","Full"
"221",10,1978,"Oct",16,0,10,"Autumn","Full"
"222",10,1978,"Nov",14,0,11,"Autumn","Full"
"223",2,1978,"Dec",14,0,12,"Winter","Full"
"224",-1.4,1979,"Jan",13,0,1,"Winter","Full"
"225",-3,1979,"Feb",12,0,2,"Winter","Full"
"226",0.5,1979,"Mar",13,0,3,"Spring","Full"
"227",10.8,1979,"Apr",12,0,4,"Spring","Full"
"228",12,1979,"May",12,0,5,"Spring","Full"
"229",14,1979,"Jun",10,0,6,"Summer","Full"
"230",15,1979,"Jul",9,0,7,"Summer","Full"
"231",20.2,1979,"Aug",8,0,8,"Summer","Full"
"232",16.4,1979,"Sep",6,0,9,"Autumn","Full"
"233",6.2,1979,"Oct",5,0,10,"Autumn","Full"
"234",7.6,1979,"Nov",4,0,11,"Autumn","Full"
"235",6.1,1979,"Dec",3,0,12,"Winter","Full"
"236",-3.7,1980,"Jan",2,0,1,"Winter","Full"
"237",-6.7,1980,"Feb",1,0,2,"Winter","Full"
"238",2.7,1980,"Mar",1,0,3,"Spring","Full"
"239",3.6,1980,"Mar",31,0,3,"Spring","Full"
"240",10.8,1980,"Apr",30,0,4,"Spring","Full"
"241",12.3,1980,"May",29,0,5,"Spring","Full"
"242",13,1980,"Jun",28,0,6,"Summer","Full"
"243",21,1980,"Jul",27,0,7,"Summer","Full"
"244",12.7,1980,"Aug",26,0,8,"Summer","Full"
"245",13,1980,"Sep",24,0,9,"Autumn","Full"
"246",8.6,1980,"Oct",23,0,10,"Autumn","Full"
"247",9.1,1980,"Nov",22,0,11,"Autumn","Full"
"248",2,1980,"Dec",21,0,12,"Winter","Full"
"249",-6.8,1981,"Jan",20,0,1,"Winter","Full"
"250",-0.4,1981,"Feb",18,0,2,"Winter","Full"
"251",5.8,1981,"Mar",20,0,3,"Spring","Full"
"252",4.3,1981,"Apr",19,0,4,"Spring","Full"
"253",17.4,1981,"May",19,0,5,"Spring","Full"
"254",14.8,1981,"Jun",17,0,6,"Summer","Full"
"255",15.9,1981,"Jul",17,0,7,"Summer","Full"
"256",17.8,1981,"Aug",15,0,8,"Summer","Full"
"257",12.7,1981,"Sep",14,0,9,"Autumn","Full"
"258",7,1981,"Oct",13,0,10,"Autumn","Full"
"259",8,1981,"Nov",11,0,11,"Autumn","Full"
"260",-2,1981,"Dec",11,0,12,"Winter","Full"
"261",-12.4,1982,"Jan",9,0,1,"Winter","Full"
"262",0.2,1982,"Feb",8,0,2,"Winter","Full"
"263",1.6,1982,"Mar",9,0,3,"Spring","Full"
"264",0.6,1982,"Apr",8,0,4,"Spring","Full"
"265",7.5,1982,"May",8,0,5,"Spring","Full"
"266",16.9,1982,"Jun",6,0,6,"Summer","Full"
"267",14.6,1982,"Jul",6,0,7,"Summer","Full"
"268",25.2,1982,"Aug",5,0,8,"Summer","Full"
"269",14.4,1982,"Sep",3,0,9,"Autumn","Full"
"270",12.4,1982,"Oct",3,0,10,"Autumn","Full"
"271",10.2,1982,"Nov",1,0,11,"Autumn","Full"
"272",2.9,1982,"Dec",1,0,12,"Winter","Full"
"273",2.5,1982,"Dec",30,0,12,"Winter","Full"
"274",5,1983,"Jan",28,0,1,"Winter","Full"
"275",0.6,1983,"Feb",27,0,2,"Winter","Full"
"276",3.3,1983,"Mar",28,0,3,"Spring","Full"
"277",7.3,1983,"Apr",27,0,4,"Spring","Full"
"278",12.4,1983,"May",26,0,5,"Spring","Full"
"279",17.8,1983,"Jun",25,0,6,"Summer","Full"
"280",20.2,1983,"Jul",25,0,7,"Summer","Full"
"281",21.6,1983,"Aug",23,0,8,"Summer","Full"
"282",11.9,1983,"Sep",22,0,9,"Autumn","Full"
"283",5.4,1983,"Oct",21,0,10,"Autumn","Full"
"284",5.4,1983,"Nov",20,0,11,"Autumn","Full"
"285",3.7,1983,"Dec",20,0,12,"Winter","Full"
"286",0.4,1984,"Jan",18,0,1,"Winter","Full"
"287",-3.1,1984,"Feb",17,0,2,"Winter","Full"
"288",-0.5,1984,"Mar",17,0,3,"Spring","Full"
"289",14.3,1984,"Apr",15,0,4,"Spring","Full"
"290",11,1984,"May",15,0,5,"Spring","Full"
"291",14.7,1984,"Jun",13,0,6,"Summer","Full"
"292",19,1984,"Jul",13,0,7,"Summer","Full"
"293",19.8,1984,"Aug",11,0,8,"Summer","Full"
"294",11.3,1984,"Sep",10,0,9,"Autumn","Full"
"295",11.7,1984,"Oct",10,0,10,"Autumn","Full"
"296",7.8,1984,"Nov",8,0,11,"Autumn","Full"
"297",4.6,1984,"Dec",8,0,12,"Winter","Full"
"298",-9.4,1985,"Jan",7,0,1,"Winter","Full"
"299",-0.7,1985,"Feb",5,0,2,"Winter","Full"
"300",0.8,1985,"Mar",7,0,3,"Spring","Full"
"301",2.8,1985,"Apr",5,0,4,"Spring","Full"
"302",6,1985,"May",4,0,5,"Spring","Full"
"303",21.6,1985,"Jun",3,0,6,"Summer","Full"
"304",18.2,1985,"Jul",2,0,7,"Summer","Full"
"305",18.5,1985,"Jul",31,0,7,"Summer","Full"
"306",18.5,1985,"Aug",30,0,8,"Summer","Full"
"307",10.4,1985,"Sep",29,0,9,"Autumn","Full"
"308",7.9,1985,"Oct",28,0,10,"Autumn","Full"
"309",-1.6,1985,"Nov",27,0,11,"Autumn","Full"
"310",-3.4,1985,"Dec",27,0,12,"Winter","Full"
"311",-1.2,1986,"Jan",26,0,1,"Winter","Full"
"312",-7,1986,"Feb",24,0,2,"Winter","Full"
"313",4.5,1986,"Mar",26,0,3,"Spring","Full"
"314",5.1,1986,"Apr",24,0,4,"Spring","Full"
"315",11.8,1986,"May",23,0,5,"Spring","Full"
"316",20.6,1986,"Jun",22,0,6,"Summer","Full"
"317",18.3,1986,"Jul",21,0,7,"Summer","Full"
"318",15.8,1986,"Aug",19,0,8,"Summer","Full"
"319",9.6,1986,"Sep",18,0,9,"Autumn","Full"
"320",6.4,1986,"Oct",17,0,10,"Autumn","Full"
"321",6.8,1986,"Nov",16,0,11,"Autumn","Full"
"322",3.2,1986,"Dec",16,0,12,"Winter","Full"
"323",-3.4,1987,"Jan",15,0,1,"Winter","Full"
"324",1.7,1987,"Feb",13,0,2,"Winter","Full"
"325",-1.7,1987,"Mar",15,0,3,"Spring","Full"
"326",7,1987,"Apr",14,0,4,"Spring","Full"
"327",7.7,1987,"May",13,0,5,"Spring","Full"
"328",17.3,1987,"Jun",11,0,6,"Summer","Full"
"329",13,1987,"Jul",11,0,7,"Summer","Full"
"330",15.6,1987,"Aug",9,0,8,"Summer","Full"
"331",11.6,1987,"Sep",7,0,9,"Autumn","Full"
"332",10.4,1987,"Oct",7,0,10,"Autumn","Full"
"333",6.3,1987,"Nov",5,0,11,"Autumn","Full"
"334",0.8,1987,"Dec",5,0,12,"Winter","Full"
"335",4.3,1988,"Jan",4,0,1,"Winter","Full"
"336",5.5,1988,"Feb",2,0,2,"Winter","Full"
"337",0.9,1988,"Mar",3,0,3,"Spring","Full"
"338",5.1,1988,"Apr",2,0,4,"Spring","Full"
"339",14.1,1988,"May",2,0,5,"Spring","Full"
"340",14.3,1988,"May",31,0,5,"Spring","Full"
"341",22.3,1988,"Jun",29,0,6,"Summer","Full"
"342",18.7,1988,"Jul",29,0,7,"Summer","Full"
"343",16.7,1988,"Aug",27,0,8,"Summer","Full"
"344",12.3,1988,"Sep",25,0,9,"Autumn","Full"
"345",0.2,1988,"Oct",25,0,10,"Autumn","Full"
"346",-0.2,1988,"Nov",23,0,11,"Autumn","Full"
"347",6.1,1988,"Dec",23,0,12,"Winter","Full"
"348",1.8,1989,"Jan",21,0,1,"Winter","Full"
"349",3.7,1989,"Feb",20,0,2,"Winter","Full"
"350",7.7,1989,"Mar",22,0,3,"Spring","Full"
"351",9.2,1989,"Apr",21,0,4,"Spring","Full"
"352",19.3,1989,"May",20,0,5,"Spring","Full"
"353",23.3,1989,"Jun",19,0,6,"Summer","Full"
"354",16.2,1989,"Jul",18,0,7,"Summer","Full"
"355",20.4,1989,"Aug",17,0,8,"Summer","Full"
"356",12,1989,"Sep",15,0,9,"Autumn","Full"
"357",9.3,1989,"Oct",14,0,10,"Autumn","Full"
"358",7.6,1989,"Nov",13,0,11,"Autumn","Full"
"359",1.6,1989,"Dec",12,0,12,"Winter","Full"
"360",7,1990,"Jan",11,0,1,"Winter","Full"
"361",5.2,1990,"Feb",9,0,2,"Winter","Full"
"362",7.9,1990,"Mar",11,0,3,"Spring","Full"
"363",6,1990,"Apr",10,0,4,"Spring","Full"
"364",22.3,1990,"May",9,0,5,"Spring","Full"
"365",14,1990,"Jun",8,0,6,"Summer","Full"
"366",16.2,1990,"Jul",8,0,7,"Summer","Full"
"367",19.1,1990,"Aug",6,0,8,"Summer","Full"
"368",13.6,1990,"Sep",5,0,9,"Autumn","Full"
"369",10.4,1990,"Oct",4,0,10,"Autumn","Full"
"370",7.2,1990,"Nov",2,0,11,"Autumn","Full"
"371",4.2,1990,"Dec",2,0,12,"Winter","Full"
"372",3.1,1990,"Dec",31,0,12,"Winter","Full"
"373",-2.8,1991,"Jan",30,0,1,"Winter","Full"
"374",0.6,1991,"Feb",28,0,2,"Winter","Full"
"375",5.4,1991,"Mar",30,0,3,"Spring","Full"
"376",7.5,1991,"Apr",28,0,4,"Spring","Full"
"377",15.5,1991,"May",28,0,5,"Spring","Full"
"378",15.5,1991,"Jun",27,0,6,"Summer","Full"
"379",19.9,1991,"Jul",26,0,7,"Summer","Full"
"380",17,1991,"Aug",25,0,8,"Summer","Full"
"381",14.3,1991,"Sep",24,0,9,"Autumn","Full"
"382",2.6,1991,"Oct",23,0,10,"Autumn","Full"
"383",1.6,1991,"Nov",21,0,11,"Autumn","Full"
"384",2.2,1991,"Dec",21,0,12,"Winter","Full"
"385",0.3,1992,"Jan",19,0,1,"Winter","Full"
"386",-0.7,1992,"Feb",18,0,2,"Winter","Full"
"387",4.8,1992,"Mar",18,0,3,"Spring","Full"
"388",3.6,1992,"Apr",17,0,4,"Spring","Full"
"389",12.4,1992,"May",16,0,5,"Spring","Full"
"390",15.6,1992,"Jun",15,0,6,"Summer","Full"
"391",17,1992,"Jul",14,0,7,"Summer","Full"
"392",15,1992,"Aug",13,0,8,"Summer","Full"
"393",14.4,1992,"Sep",12,0,9,"Autumn","Full"
"394",3.8,1992,"Oct",11,0,10,"Autumn","Full"
"395",6.6,1992,"Nov",10,0,11,"Autumn","Full"
"396",4.2,1992,"Dec",10,0,12,"Winter","Full"
"397",2.6,1993,"Jan",8,0,1,"Winter","Full"
"398",1,1993,"Feb",7,0,2,"Winter","Full"
"399",0.7,1993,"Mar",8,0,3,"Spring","Full"
"400",6.4,1993,"Apr",6,0,4,"Spring","Full"
"401",11,1993,"May",6,0,5,"Spring","Full"
"402",18.9,1993,"Jun",4,0,6,"Summer","Full"
"403",18.2,1993,"Jul",4,0,7,"Summer","Full"
"404",17,1993,"Aug",2,0,8,"Summer","Full"
"405",15.3,1993,"Sep",1,0,9,"Autumn","Full"
"406",8.2,1993,"Sep",30,0,9,"Autumn","Full"
"407",1.8,1993,"Oct",30,0,10,"Autumn","Full"
"408",-0.5,1993,"Nov",29,0,11,"Autumn","Full"
"409",0.8,1993,"Dec",29,0,12,"Winter","Full"
"410",1.6,1994,"Jan",27,0,1,"Winter","Full"
"411",-1.5,1994,"Feb",26,0,2,"Winter","Full"
"412",5.6,1994,"Mar",27,0,3,"Spring","Full"
"413",16.1,1994,"Apr",25,0,4,"Spring","Full"
"414",15.3,1994,"May",25,0,5,"Spring","Full"
"415",14.1,1994,"Jun",23,0,6,"Summer","Full"
"416",22.7,1994,"Jul",22,0,7,"Summer","Full"
"417",16.1,1994,"Aug",21,0,8,"Summer","Full"
"418",12.2,1994,"Sep",19,0,9,"Autumn","Full"
"419",4.6,1994,"Oct",19,0,10,"Autumn","Full"
"420",0.9,1994,"Nov",18,0,11,"Autumn","Full"
"421",2.9,1994,"Dec",18,0,12,"Winter","Full"
"422",2.6,1995,"Jan",16,0,1,"Winter","Full"
"423",5.7,1995,"Feb",15,0,2,"Winter","Full"
"424",4.8,1995,"Mar",17,0,3,"Spring","Full"
"425",6.2,1995,"Apr",15,0,4,"Spring","Full"
"426",5.9,1995,"May",14,0,5,"Spring","Full"
"427",13.2,1995,"Jun",13,0,6,"Summer","Full"
"428",23.2,1995,"Jul",12,0,7,"Summer","Full"
"429",23,1995,"Aug",10,0,8,"Summer","Full"
"430",15,1995,"Sep",9,0,9,"Autumn","Full"
"431",15.2,1995,"Oct",8,0,10,"Autumn","Full"
"432",-0.3,1995,"Nov",7,0,11,"Autumn","Full"
"433",-0.2,1995,"Dec",7,0,12,"Winter","Full"
"434",-0.8,1996,"Jan",5,0,1,"Winter","Full"
"435",-1.2,1996,"Feb",4,0,2,"Winter","Full"
"436",-0.4,1996,"Mar",5,0,3,"Spring","Full"
"437",3.9,1996,"Apr",4,0,4,"Spring","Full"
"438",14.6,1996,"May",3,0,5,"Spring","Full"
"439",13.3,1996,"Jun",1,0,6,"Summer","Full"
"440",14.2,1996,"Jul",1,0,7,"Summer","Full"
"441",16.8,1996,"Jul",30,0,7,"Summer","Full"
"442",19.2,1996,"Aug",28,0,8,"Summer","Full"
"443",12,1996,"Sep",27,0,9,"Autumn","Full"
"444",8,1996,"Oct",26,0,10,"Autumn","Full"
"445",2,1996,"Nov",25,0,11,"Autumn","Full"
"446",-0.7,1996,"Dec",24,0,12,"Winter","Full"
"447",3.2,1997,"Jan",23,0,1,"Winter","Full"
"448",5.8,1997,"Feb",22,0,2,"Winter","Full"
"449",0.8,1997,"Mar",24,0,3,"Spring","Full"
"450",4,1997,"Apr",22,0,4,"Spring","Full"
"451",8.5,1997,"May",22,0,5,"Spring","Full"
"452",16.2,1997,"Jun",20,0,6,"Summer","Full"
"453",22.6,1997,"Jul",20,0,7,"Summer","Full"
"454",19.5,1997,"Aug",18,0,8,"Summer","Full"
"455",13.8,1997,"Sep",16,0,9,"Autumn","Full"
"456",2.6,1997,"Oct",16,0,10,"Autumn","Full"
"457",5.6,1997,"Nov",14,0,11,"Autumn","Full"
"458",2.4,1997,"Dec",14,0,12,"Winter","Full"
"459",4.4,1998,"Jan",12,0,1,"Winter","Full"
"460",5.6,1998,"Feb",11,0,2,"Winter","Full"
"461",5.1,1998,"Mar",13,0,3,"Spring","Full"
"462",6.9,1998,"Apr",12,0,4,"Spring","Full"
"463",19,1998,"May",11,0,5,"Spring","Full"
"464",14.8,1998,"Jun",10,0,6,"Summer","Full"
"465",15.3,1998,"Jul",9,0,7,"Summer","Full"
"466",13.1,1998,"Aug",8,0,8,"Summer","Full"
"467",14.2,1998,"Sep",6,0,9,"Autumn","Full"
