"","Temp","Year","Month","Day","Dist","Month2","Season","Full"
"8313",16.1,1982,"Aug",23,12,8,"Summer","Not"
"8314",16,1982,"Aug",24,11,8,"Summer","Not"
"8315",16,1982,"Aug",25,10,8,"Summer","Not"
"8316",15.5,1982,"Aug",26,9,8,"Summer","Not"
"8317",15.6,1982,"Aug",27,8,8,"Summer","Not"
"8318",14.4,1982,"Aug",28,7,8,"Summer","Not"
"8319",15.2,1982,"Aug",29,6,8,"Summer","Not"
"8320",17.8,1982,"Aug",30,5,8,"Summer","Not"
"8321",16.4,1982,"Aug",31,4,8,"Summer","Not"
"8322",14.9,1982,"Sep",1,2,9,"Autumn","Not"
"8323",13.5,1982,"Sep",2,1,9,"Autumn","Not"
"8324",16.3,1982,"Sep",4,1,9,"Autumn","Not"
"8325",12.1,1982,"Sep",5,2,9,"Autumn","Not"
"8326",10,1982,"Sep",6,3,9,"Autumn","Not"
"8327",12.8,1982,"Sep",7,4,9,"Autumn","Not"
"8328",14.5,1982,"Sep",8,5,9,"Autumn","Not"
"8329",12.8,1982,"Sep",9,6,9,"Autumn","Not"
"8330",14,1982,"Sep",10,7,9,"Autumn","Not"
"8331",15,1982,"Sep",11,8,9,"Autumn","Not"
"8332",12.6,1982,"Sep",12,9,9,"Autumn","Not"
"8333",14,1982,"Sep",13,10,9,"Autumn","Not"
"8334",13.6,1982,"Sep",14,11,9,"Autumn","Not"
"8335",15.7,1982,"Sep",15,12,9,"Autumn","Not"
"8336",14,1982,"Sep",16,13,9,"Autumn","Not"
"8337",14,1982,"Sep",17,14,9,"Autumn","Not"
"8338",14.8,1982,"Sep",18,15,9,"Autumn","Not"
"8339",17,1982,"Sep",19,14,9,"Autumn","Not"
"8340",18.3,1982,"Sep",20,13,9,"Autumn","Not"
"8341",19.4,1982,"Sep",21,12,9,"Autumn","Not"
"8342",11.8,1982,"Sep",22,11,9,"Autumn","Not"
"8343",11,1982,"Sep",23,10,9,"Autumn","Not"
"8344",13.6,1982,"Sep",24,9,9,"Autumn","Not"
"8345",15.4,1982,"Sep",25,8,9,"Autumn","Not"
"8346",16.1,1982,"Sep",26,7,9,"Autumn","Not"
"8347",13.9,1982,"Sep",27,6,9,"Autumn","Not"
"8348",14.6,1982,"Sep",28,5,9,"Autumn","Not"
"8349",14.6,1982,"Sep",29,4,9,"Autumn","Not"
"8350",14.6,1982,"Sep",30,3,9,"Autumn","Not"
"8351",14.4,1982,"Oct",1,2,10,"Autumn","Not"
"8352",13,1982,"Oct",2,1,10,"Autumn","Not"
"8353",9.4,1982,"Oct",4,1,10,"Autumn","Not"
"8354",13.4,1982,"Oct",5,2,10,"Autumn","Not"
"8355",12.3,1982,"Oct",6,3,10,"Autumn","Not"
"8356",12.2,1982,"Oct",7,4,10,"Autumn","Not"
"8357",11.4,1982,"Oct",8,5,10,"Autumn","Not"
"8358",12.7,1982,"Oct",9,6,10,"Autumn","Not"
"8359",8.8,1982,"Oct",10,7,10,"Autumn","Not"
"8360",9.2,1982,"Oct",11,8,10,"Autumn","Not"
"8361",9.4,1982,"Oct",12,9,10,"Autumn","Not"
"8362",9.2,1982,"Oct",13,10,10,"Autumn","Not"
"8363",9.6,1982,"Oct",14,11,10,"Autumn","Not"
"8364",9.2,1982,"Oct",15,12,10,"Autumn","Not"
"8365",9,1982,"Oct",16,13,10,"Autumn","Not"
"8366",8.6,1982,"Oct",17,14,10,"Autumn","Not"
"8367",8.2,1982,"Oct",18,15,10,"Autumn","Not"
"8368",8,1982,"Oct",19,14,10,"Autumn","Not"
"8369",11.6,1982,"Oct",20,13,10,"Autumn","Not"
"8370",10.4,1982,"Oct",21,12,10,"Autumn","Not"
"8371",11.1,1982,"Oct",22,11,10,"Autumn","Not"
"8372",11.5,1982,"Oct",23,10,10,"Autumn","Not"
"8373",8.4,1982,"Oct",24,9,10,"Autumn","Not"
"8374",9.1,1982,"Oct",25,8,10,"Autumn","Not"
"8375",10.3,1982,"Oct",26,7,10,"Autumn","Not"
"8376",7,1982,"Oct",27,6,10,"Autumn","Not"
"8377",8.6,1982,"Oct",28,5,10,"Autumn","Not"
"8378",8.8,1982,"Oct",29,4,10,"Autumn","Not"
"8379",7.8,1982,"Oct",30,3,10,"Autumn","Not"
"8380",7.7,1982,"Oct",31,2,10,"Autumn","Not"
"8381",8,1982,"Nov",2,1,11,"Autumn","Not"
"8382",7.9,1982,"Nov",3,2,11,"Autumn","Not"
"8383",5.6,1982,"Nov",4,3,11,"Autumn","Not"
"8384",1.2,1982,"Nov",5,4,11,"Autumn","Not"
"8385",2.9,1982,"Nov",6,5,11,"Autumn","Not"
"8386",4.4,1982,"Nov",7,6,11,"Autumn","Not"
"8387",5.6,1982,"Nov",8,7,11,"Autumn","Not"
"8388",11.1,1982,"Nov",9,8,11,"Autumn","Not"
"8389",10.4,1982,"Nov",10,9,11,"Autumn","Not"
"8390",9.7,1982,"Nov",11,10,11,"Autumn","Not"
"8391",7.6,1982,"Nov",12,11,11,"Autumn","Not"
"8392",7.8,1982,"Nov",13,12,11,"Autumn","Not"
"8393",5.4,1982,"Nov",14,13,11,"Autumn","Not"
"8394",5.2,1982,"Nov",15,14,11,"Autumn","Not"
"8395",4.8,1982,"Nov",16,15,11,"Autumn","Not"
"8396",4.2,1982,"Nov",17,14,11,"Autumn","Not"
"8397",4.1,1982,"Nov",18,13,11,"Autumn","Not"
"8398",3.4,1982,"Nov",19,12,11,"Autumn","Not"
"8399",5.5,1982,"Nov",20,11,11,"Autumn","Not"
"8400",6.8,1982,"Nov",21,10,11,"Autumn","Not"
"8401",6.8,1982,"Nov",22,9,11,"Autumn","Not"
"8402",6.9,1982,"Nov",23,8,11,"Autumn","Not"
"8403",8,1982,"Nov",24,7,11,"Autumn","Not"
"8404",7,1982,"Nov",25,6,11,"Autumn","Not"
"8405",7.1,1982,"Nov",26,5,11,"Autumn","Not"
"8406",6.1,1982,"Nov",27,4,11,"Autumn","Not"
"8407",6,1982,"Nov",28,3,11,"Autumn","Not"
"8408",3.8,1982,"Nov",29,2,11,"Autumn","Not"
"8409",3.5,1982,"Nov",30,1,11,"Autumn","Not"
"8410",1.8,1982,"Dec",2,1,12,"Winter","Not"
"8411",1.9,1982,"Dec",3,2,12,"Winter","Not"
"8412",0.4,1982,"Dec",4,3,12,"Winter","Not"
"8413",2.4,1982,"Dec",5,4,12,"Winter","Not"
"8414",3.6,1982,"Dec",6,5,12,"Winter","Not"
"8415",1.2,1982,"Dec",7,6,12,"Winter","Not"
"8416",4.3,1982,"Dec",8,7,12,"Winter","Not"
"8417",4.4,1982,"Dec",9,8,12,"Winter","Not"
"8418",6.1,1982,"Dec",10,9,12,"Winter","Not"
"8419",3.9,1982,"Dec",11,10,12,"Winter","Not"
"8420",2.4,1982,"Dec",12,11,12,"Winter","Not"
"8421",-1.7,1982,"Dec",13,12,12,"Winter","Not"
"8422",0.8,1982,"Dec",14,13,12,"Winter","Not"
"8423",7.8,1982,"Dec",15,14,12,"Winter","Not"
"8424",3.3,1982,"Dec",16,15,12,"Winter","Not"
"8425",2.3,1982,"Dec",17,14,12,"Winter","Not"
"8426",2.1,1982,"Dec",18,13,12,"Winter","Not"
"8427",1.2,1982,"Dec",19,12,12,"Winter","Not"
"8428",4.4,1982,"Dec",20,11,12,"Winter","Not"
"8429",4.8,1982,"Dec",21,10,12,"Winter","Not"
"8430",2.1,1982,"Dec",22,9,12,"Winter","Not"
"8431",2,1982,"Dec",23,8,12,"Winter","Not"
"8432",0.8,1982,"Dec",24,7,12,"Winter","Not"
"8433",4,1982,"Dec",25,6,12,"Winter","Not"
"8434",5.7,1982,"Dec",26,5,12,"Winter","Not"
"8435",4.5,1982,"Dec",27,4,12,"Winter","Not"
"8436",1.9,1982,"Dec",28,3,12,"Winter","Not"
"8437",-2.4,1982,"Dec",29,2,12,"Winter","Not"
"8438",3.2,1982,"Dec",31,0,12,"Winter","Full"
"8439",3.7,1983,"Jan",1,3,1,"Winter","Not"
"8440",2.4,1983,"Jan",2,4,1,"Winter","Not"
"8441",3,1983,"Jan",3,5,1,"Winter","Not"
"8442",7,1983,"Jan",4,6,1,"Winter","Not"
"8443",4,1983,"Jan",5,7,1,"Winter","Not"
"8444",8.6,1983,"Jan",6,8,1,"Winter","Not"
"8445",4,1983,"Jan",7,9,1,"Winter","Not"
"8446",3.9,1983,"Jan",8,10,1,"Winter","Not"
"8447",5,1983,"Jan",9,11,1,"Winter","Not"
"8448",5.1,1983,"Jan",10,12,1,"Winter","Not"
"8449",6.2,1983,"Jan",11,13,1,"Winter","Not"
"8450",5.4,1983,"Jan",12,14,1,"Winter","Not"
"8451",5.2,1983,"Jan",13,15,1,"Winter","Not"
"8452",1.4,1983,"Jan",14,14,1,"Winter","Not"
"8453",1.2,1983,"Jan",15,13,1,"Winter","Not"
"8454",1.5,1983,"Jan",16,12,1,"Winter","Not"
"8455",6.1,1983,"Jan",17,11,1,"Winter","Not"
"8456",3.2,1983,"Jan",18,10,1,"Winter","Not"
"8457",-1.8,1983,"Jan",19,9,1,"Winter","Not"
"8458",2,1983,"Jan",20,8,1,"Winter","Not"
"8459",7.4,1983,"Jan",21,7,1,"Winter","Not"
"8460",6.2,1983,"Jan",22,6,1,"Winter","Not"
"8461",4.4,1983,"Jan",23,5,1,"Winter","Not"
"8462",1.2,1983,"Jan",24,4,1,"Winter","Not"
"8463",4.8,1983,"Jan",25,3,1,"Winter","Not"
"8464",5.5,1983,"Jan",26,2,1,"Winter","Not"
"8465",6.8,1983,"Jan",27,1,1,"Winter","Not"
"8466",4.4,1983,"Jan",29,1,1,"Winter","Not"
"8467",2.6,1983,"Jan",30,2,1,"Winter","Not"
"8468",2.6,1983,"Jan",31,3,1,"Winter","Not"
"8469",3.6,1983,"Feb",1,4,2,"Winter","Not"
"8470",0.9,1983,"Feb",2,5,2,"Winter","Not"
"8471",0.2,1983,"Feb",3,6,2,"Winter","Not"
"8472",0.9,1983,"Feb",4,7,2,"Winter","Not"
"8473",-1,1983,"Feb",5,8,2,"Winter","Not"
"8474",1.1,1983,"Feb",6,9,2,"Winter","Not"
"8475",-0.9,1983,"Feb",7,10,2,"Winter","Not"
"8476",-3.2,1983,"Feb",8,11,2,"Winter","Not"
"8477",-3.6,1983,"Feb",9,12,2,"Winter","Not"
"8478",-3.9,1983,"Feb",10,13,2,"Winter","Not"
"8479",-2.4,1983,"Feb",11,14,2,"Winter","Not"
"8480",-7.1,1983,"Feb",12,15,2,"Winter","Not"
"8481",-3.8,1983,"Feb",13,14,2,"Winter","Not"
"8482",0.2,1983,"Feb",14,13,2,"Winter","Not"
"8483",-2.4,1983,"Feb",15,12,2,"Winter","Not"
"8484",-0.8,1983,"Feb",16,11,2,"Winter","Not"
"8485",-0.9,1983,"Feb",17,10,2,"Winter","Not"
"8486",-1.5,1983,"Feb",18,9,2,"Winter","Not"
"8487",0.5,1983,"Feb",19,8,2,"Winter","Not"
"8488",-2,1983,"Feb",20,7,2,"Winter","Not"
"8489",-4,1983,"Feb",21,6,2,"Winter","Not"
"8490",0,1983,"Feb",22,5,2,"Winter","Not"
"8491",-0.7,1983,"Feb",23,4,2,"Winter","Not"
"8492",0.2,1983,"Feb",24,3,2,"Winter","Not"
"8493",0.2,1983,"Feb",25,2,2,"Winter","Not"
"8494",1.1,1983,"Feb",26,1,2,"Winter","Not"
"8495",2,1983,"Feb",28,1,2,"Winter","Not"
"8496",1,1983,"Mar",1,3,3,"Spring","Not"
"8497",1.3,1983,"Mar",2,4,3,"Spring","Not"
"8498",0.6,1983,"Mar",3,5,3,"Spring","Not"
"8499",3.6,1983,"Mar",4,6,3,"Spring","Not"
"8500",4.9,1983,"Mar",5,7,3,"Spring","Not"
"8501",6.1,1983,"Mar",6,8,3,"Spring","Not"
"8502",3.5,1983,"Mar",7,9,3,"Spring","Not"
"8503",6.3,1983,"Mar",8,10,3,"Spring","Not"
"8504",7.2,1983,"Mar",9,11,3,"Spring","Not"
"8505",6.3,1983,"Mar",10,12,3,"Spring","Not"
"8506",0.8,1983,"Mar",11,13,3,"Spring","Not"
"8507",3,1983,"Mar",12,14,3,"Spring","Not"
"8508",2,1983,"Mar",13,15,3,"Spring","Not"
"8509",5.1,1983,"Mar",14,14,3,"Spring","Not"
"8510",5.9,1983,"Mar",15,13,3,"Spring","Not"
"8511",5.6,1983,"Mar",16,12,3,"Spring","Not"
"8512",5,1983,"Mar",17,11,3,"Spring","Not"
"8513",6.9,1983,"Mar",18,10,3,"Spring","Not"
"8514",4.6,1983,"Mar",19,9,3,"Spring","Not"
"8515",2.6,1983,"Mar",20,8,3,"Spring","Not"
"8516",4.9,1983,"Mar",21,7,3,"Spring","Not"
"8517",1.9,1983,"Mar",22,6,3,"Spring","Not"
"8518",4.3,1983,"Mar",23,5,3,"Spring","Not"
"8519",4.9,1983,"Mar",24,4,3,"Spring","Not"
"8520",2.5,1983,"Mar",25,3,3,"Spring","Not"
"8521",2.8,1983,"Mar",26,2,3,"Spring","Not"
"8522",2.9,1983,"Mar",27,1,3,"Spring","Not"
"8523",2,1983,"Mar",29,1,3,"Spring","Not"
"8524",3.8,1983,"Mar",30,2,3,"Spring","Not"
"8525",4.9,1983,"Mar",31,3,3,"Spring","Not"
"8526",7.9,1983,"Apr",1,4,4,"Spring","Not"
"8527",3.1,1983,"Apr",2,5,4,"Spring","Not"
"8528",4,1983,"Apr",3,6,4,"Spring","Not"
"8529",4.2,1983,"Apr",4,7,4,"Spring","Not"
"8530",5.3,1983,"Apr",5,8,4,"Spring","Not"
"8531",4.2,1983,"Apr",6,9,4,"Spring","Not"
"8532",6.3,1983,"Apr",7,10,4,"Spring","Not"
"8533",5.5,1983,"Apr",8,11,4,"Spring","Not"
"8534",5.8,1983,"Apr",9,12,4,"Spring","Not"
"8535",6,1983,"Apr",10,13,4,"Spring","Not"
"8536",4.1,1983,"Apr",11,14,4,"Spring","Not"
"8537",4.8,1983,"Apr",12,15,4,"Spring","Not"
"8538",3.6,1983,"Apr",13,14,4,"Spring","Not"
"8539",5.8,1983,"Apr",14,13,4,"Spring","Not"
"8540",8.2,1983,"Apr",15,12,4,"Spring","Not"
"8541",6,1983,"Apr",16,11,4,"Spring","Not"
"8542",11.8,1983,"Apr",17,10,4,"Spring","Not"
"8543",10.8,1983,"Apr",18,9,4,"Spring","Not"
"8544",6.1,1983,"Apr",19,8,4,"Spring","Not"
"8545",7.1,1983,"Apr",20,7,4,"Spring","Not"
"8546",8.4,1983,"Apr",21,6,4,"Spring","Not"
"8547",8.5,1983,"Apr",22,5,4,"Spring","Not"
"8548",8.7,1983,"Apr",23,4,4,"Spring","Not"
"8549",7.6,1983,"Apr",24,3,4,"Spring","Not"
"8550",8.2,1983,"Apr",25,2,4,"Spring","Not"
"8551",11.1,1983,"Apr",26,1,4,"Spring","Not"
"8552",10.2,1983,"Apr",28,1,4,"Spring","Not"
"8553",10.4,1983,"Apr",29,2,4,"Spring","Not"
"8554",8.2,1983,"Apr",30,3,4,"Spring","Not"
"8555",11.4,1983,"May",1,5,5,"Spring","Not"
"8556",5.2,1983,"May",2,6,5,"Spring","Not"
"8557",5.7,1983,"May",3,7,5,"Spring","Not"
"8558",6.2,1983,"May",4,8,5,"Spring","Not"
"8559",12,1983,"May",5,9,5,"Spring","Not"
"8560",13.2,1983,"May",6,10,5,"Spring","Not"
"8561",12.6,1983,"May",7,11,5,"Spring","Not"
"8562",10.2,1983,"May",8,12,5,"Spring","Not"
"8563",9.8,1983,"May",9,13,5,"Spring","Not"
"8564",9.8,1983,"May",10,14,5,"Spring","Not"
"8565",8.7,1983,"May",11,15,5,"Spring","Not"
"8566",10.8,1983,"May",12,14,5,"Spring","Not"
"8567",13.1,1983,"May",13,13,5,"Spring","Not"
"8568",14,1983,"May",14,12,5,"Spring","Not"
"8569",11.1,1983,"May",15,11,5,"Spring","Not"
"8570",17.7,1983,"May",16,10,5,"Spring","Not"
"8571",15.6,1983,"May",17,9,5,"Spring","Not"
"8572",12.8,1983,"May",18,8,5,"Spring","Not"
"8573",14.4,1983,"May",19,7,5,"Spring","Not"
"8574",14.8,1983,"May",20,6,5,"Spring","Not"
"8575",13.9,1983,"May",21,5,5,"Spring","Not"
"8576",12.4,1983,"May",22,4,5,"Spring","Not"
"8577",13.1,1983,"May",23,3,5,"Spring","Not"
"8578",17.4,1983,"May",24,2,5,"Spring","Not"
"8579",16.2,1983,"May",25,1,5,"Spring","Not"
"8580",11.9,1983,"May",27,1,5,"Spring","Not"
"8581",9.5,1983,"May",28,2,5,"Spring","Not"
"8582",13.4,1983,"May",29,3,5,"Spring","Not"
"8583",11.6,1983,"May",30,4,5,"Spring","Not"
"8584",13.6,1983,"May",31,5,5,"Spring","Not"
"8585",17.2,1983,"Jun",1,6,6,"Summer","Not"
"8586",18.1,1983,"Jun",2,7,6,"Summer","Not"
"8587",13.6,1983,"Jun",3,8,6,"Summer","Not"
"8588",11.4,1983,"Jun",4,9,6,"Summer","Not"
"8589",12.7,1983,"Jun",5,10,6,"Summer","Not"
"8590",16,1983,"Jun",6,11,6,"Summer","Not"
"8591",17.4,1983,"Jun",7,12,6,"Summer","Not"
"8592",18.5,1983,"Jun",8,13,6,"Summer","Not"
"8593",16.2,1983,"Jun",9,14,6,"Summer","Not"
"8594",13.3,1983,"Jun",10,15,6,"Summer","Not"
"8595",16.3,1983,"Jun",11,14,6,"Summer","Not"
"8596",17.1,1983,"Jun",12,13,6,"Summer","Not"
"8597",17.7,1983,"Jun",13,12,6,"Summer","Not"
"8598",17.8,1983,"Jun",14,11,6,"Summer","Not"
"8599",16.2,1983,"Jun",15,10,6,"Summer","Not"
"8600",13.7,1983,"Jun",16,9,6,"Summer","Not"
"8601",17.6,1983,"Jun",17,8,6,"Summer","Not"
"8602",19.5,1983,"Jun",18,7,6,"Summer","Not"
"8603",21.9,1983,"Jun",19,6,6,"Summer","Not"
"8604",22,1983,"Jun",20,5,6,"Summer","Not"
"8605",13,1983,"Jun",21,4,6,"Summer","Not"
"8606",16.6,1983,"Jun",22,3,6,"Summer","Not"
"8607",21,1983,"Jun",23,2,6,"Summer","Not"
"8608",21.1,1983,"Jun",24,1,6,"Summer","Not"
"8609",18.6,1983,"Jun",26,1,6,"Summer","Not"
"8610",14.6,1983,"Jun",27,2,6,"Summer","Not"
"8611",11.8,1983,"Jun",28,3,6,"Summer","Not"
"8612",13,1983,"Jun",29,4,6,"Summer","Not"
"8613",15.2,1983,"Jun",30,5,6,"Summer","Not"
"8614",16.8,1983,"Jul",1,6,7,"Summer","Not"
"8615",15.2,1983,"Jul",2,7,7,"Summer","Not"
"8616",16.3,1983,"Jul",3,8,7,"Summer","Not"
"8617",17.9,1983,"Jul",4,9,7,"Summer","Not"
"8618",20.7,1983,"Jul",5,10,7,"Summer","Not"
"8619",24.6,1983,"Jul",6,11,7,"Summer","Not"
"8620",21.6,1983,"Jul",7,12,7,"Summer","Not"
"8621",24.4,1983,"Jul",8,13,7,"Summer","Not"
"8622",25,1983,"Jul",9,14,7,"Summer","Not"
"8623",26.6,1983,"Jul",10,15,7,"Summer","Not"
"8624",26.2,1983,"Jul",11,14,7,"Summer","Not"
"8625",25.2,1983,"Jul",12,13,7,"Summer","Not"
"8626",22.9,1983,"Jul",13,12,7,"Summer","Not"
"8627",21.6,1983,"Jul",14,11,7,"Summer","Not"
"8628",21.9,1983,"Jul",15,10,7,"Summer","Not"
"8629",18.2,1983,"Jul",16,9,7,"Summer","Not"
"8630",19.3,1983,"Jul",17,8,7,"Summer","Not"
"8631",22.6,1983,"Jul",18,7,7,"Summer","Not"
"8632",15.6,1983,"Jul",19,6,7,"Summer","Not"
"8633",13.4,1983,"Jul",20,5,7,"Summer","Not"
"8634",16,1983,"Jul",21,4,7,"Summer","Not"
"8635",19.9,1983,"Jul",22,3,7,"Summer","Not"
"8636",25.5,1983,"Jul",23,2,7,"Summer","Not"
"8637",20.9,1983,"Jul",24,1,7,"Summer","Not"
"8638",23.8,1983,"Jul",26,1,7,"Summer","Not"
"8639",24.6,1983,"Jul",27,2,7,"Summer","Not"
"8640",19.8,1983,"Jul",28,3,7,"Summer","Not"
"8641",17.5,1983,"Jul",29,4,7,"Summer","Not"
"8642",17.8,1983,"Jul",30,5,7,"Summer","Not"
"8643",20.4,1983,"Jul",31,6,7,"Summer","Not"
"8644",26,1983,"Aug",1,8,8,"Summer","Not"
"8645",19.5,1983,"Aug",2,9,8,"Summer","Not"
"8646",15.9,1983,"Aug",3,10,8,"Summer","Not"
"8647",15.8,1983,"Aug",4,11,8,"Summer","Not"
"8648",17.7,1983,"Aug",5,12,8,"Summer","Not"
"8649",19.4,1983,"Aug",6,13,8,"Summer","Not"
"8650",20.5,1983,"Aug",7,14,8,"Summer","Not"
"8651",23.9,1983,"Aug",8,15,8,"Summer","Not"
"8652",22.2,1983,"Aug",9,14,8,"Summer","Not"
"8653",21.9,1983,"Aug",10,13,8,"Summer","Not"
"8654",21.6,1983,"Aug",11,12,8,"Summer","Not"
"8655",15.6,1983,"Aug",12,11,8,"Summer","Not"
"8656",16.1,1983,"Aug",13,10,8,"Summer","Not"
"8657",18.1,1983,"Aug",14,9,8,"Summer","Not"
"8658",20.7,1983,"Aug",15,8,8,"Summer","Not"
"8659",20.7,1983,"Aug",16,7,8,"Summer","Not"
"8660",16.1,1983,"Aug",17,6,8,"Summer","Not"
"8661",17.6,1983,"Aug",18,5,8,"Summer","Not"
"8662",21,1983,"Aug",19,4,8,"Summer","Not"
"8663",20.6,1983,"Aug",20,3,8,"Summer","Not"
"8664",19.2,1983,"Aug",21,2,8,"Summer","Not"
"8665",21.9,1983,"Aug",22,1,8,"Summer","Not"
"8666",22.5,1983,"Aug",24,1,8,"Summer","Not"
"8667",18.2,1983,"Aug",25,2,8,"Summer","Not"
"8668",20.3,1983,"Aug",26,3,8,"Summer","Not"
"8669",21,1983,"Aug",27,4,8,"Summer","Not"
"8670",19.2,1983,"Aug",28,5,8,"Summer","Not"
"8671",19.6,1983,"Aug",29,6,8,"Summer","Not"
"8672",16.3,1983,"Aug",30,7,8,"Summer","Not"
"8673",19.3,1983,"Aug",31,8,8,"Summer","Not"
"8674",22,1983,"Sep",1,9,9,"Autumn","Not"
"8675",19.8,1983,"Sep",2,10,9,"Autumn","Not"
"8676",19.1,1983,"Sep",3,11,9,"Autumn","Not"
"8677",15,1983,"Sep",4,12,9,"Autumn","Not"
"8678",15,1983,"Sep",5,13,9,"Autumn","Not"
"8679",9.8,1983,"Sep",6,14,9,"Autumn","Not"
"8680",12.9,1983,"Sep",7,15,9,"Autumn","Not"
"8681",12.5,1983,"Sep",8,14,9,"Autumn","Not"
"8682",13.3,1983,"Sep",9,13,9,"Autumn","Not"
"8683",15,1983,"Sep",10,12,9,"Autumn","Not"
"8684",14.8,1983,"Sep",11,11,9,"Autumn","Not"
"8685",14.5,1983,"Sep",12,10,9,"Autumn","Not"
"8686",13.2,1983,"Sep",13,9,9,"Autumn","Not"
"8687",12.7,1983,"Sep",14,8,9,"Autumn","Not"
"8688",16.8,1983,"Sep",15,7,9,"Autumn","Not"
"8689",12.9,1983,"Sep",16,6,9,"Autumn","Not"
"8690",13.9,1983,"Sep",17,5,9,"Autumn","Not"
"8691",14.5,1983,"Sep",18,4,9,"Autumn","Not"
"8692",14.3,1983,"Sep",19,3,9,"Autumn","Not"
"8693",14.2,1983,"Sep",20,2,9,"Autumn","Not"
"8694",14,1983,"Sep",21,1,9,"Autumn","Not"
"8695",11.5,1983,"Sep",23,1,9,"Autumn","Not"
"8696",15.8,1983,"Sep",24,2,9,"Autumn","Not"
"8697",11.9,1983,"Sep",25,3,9,"Autumn","Not"
"8698",12.9,1983,"Sep",26,4,9,"Autumn","Not"
"8699",15.9,1983,"Sep",27,5,9,"Autumn","Not"
"8700",8.5,1983,"Sep",28,6,9,"Autumn","Not"
"8701",7.7,1983,"Sep",29,7,9,"Autumn","Not"
"8702",5.4,1983,"Sep",30,8,9,"Autumn","Not"
"8703",5.4,1983,"Oct",1,10,10,"Autumn","Not"
"8704",11.1,1983,"Oct",2,11,10,"Autumn","Not"
"8705",13.3,1983,"Oct",3,12,10,"Autumn","Not"
"8706",15,1983,"Oct",4,13,10,"Autumn","Not"
"8707",12.7,1983,"Oct",5,14,10,"Autumn","Not"
"8708",8,1983,"Oct",6,15,10,"Autumn","Not"
"8709",12.6,1983,"Oct",7,14,10,"Autumn","Not"
"8710",8.2,1983,"Oct",8,13,10,"Autumn","Not"
"8711",7,1983,"Oct",9,12,10,"Autumn","Not"
"8712",12.4,1983,"Oct",10,11,10,"Autumn","Not"
"8713",8.8,1983,"Oct",11,10,10,"Autumn","Not"
"8714",9,1983,"Oct",12,9,10,"Autumn","Not"
"8715",11.1,1983,"Oct",13,8,10,"Autumn","Not"
"8716",11.7,1983,"Oct",14,7,10,"Autumn","Not"
"8717",11.3,1983,"Oct",15,6,10,"Autumn","Not"
"8718",10.7,1983,"Oct",16,5,10,"Autumn","Not"
"8719",9.9,1983,"Oct",17,4,10,"Autumn","Not"
"8720",9.4,1983,"Oct",18,3,10,"Autumn","Not"
"8721",10,1983,"Oct",19,2,10,"Autumn","Not"
"8722",6.9,1983,"Oct",20,1,10,"Autumn","Not"
"8723",8.4,1983,"Oct",22,1,10,"Autumn","Not"
"8724",6.7,1983,"Oct",23,2,10,"Autumn","Not"
"8725",3.5,1983,"Oct",24,3,10,"Autumn","Not"
"8726",5.1,1983,"Oct",25,4,10,"Autumn","Not"
"8727",11.8,1983,"Oct",26,5,10,"Autumn","Not"
"8728",10.3,1983,"Oct",27,6,10,"Autumn","Not"
"8729",5,1983,"Oct",28,7,10,"Autumn","Not"
"8730",3.5,1983,"Oct",29,8,10,"Autumn","Not"
"8731",6.6,1983,"Oct",30,9,10,"Autumn","Not"
"8732",8.5,1983,"Oct",31,10,10,"Autumn","Not"
"8733",10,1983,"Nov",1,11,11,"Autumn","Not"
"8734",7,1983,"Nov",2,12,11,"Autumn","Not"
"8735",7.7,1983,"Nov",3,13,11,"Autumn","Not"
"8736",8.8,1983,"Nov",4,14,11,"Autumn","Not"
"8737",8.9,1983,"Nov",5,15,11,"Autumn","Not"
"8738",8.4,1983,"Nov",6,14,11,"Autumn","Not"
"8739",8.2,1983,"Nov",7,13,11,"Autumn","Not"
"8740",6.8,1983,"Nov",8,12,11,"Autumn","Not"
"8741",6.8,1983,"Nov",9,11,11,"Autumn","Not"
"8742",7.8,1983,"Nov",10,10,11,"Autumn","Not"
"8743",-0.8,1983,"Nov",11,9,11,"Autumn","Not"
"8744",0.6,1983,"Nov",12,8,11,"Autumn","Not"
"8745",-4.5,1983,"Nov",13,7,11,"Autumn","Not"
"8746",4.6,1983,"Nov",14,6,11,"Autumn","Not"
"8747",4.3,1983,"Nov",15,5,11,"Autumn","Not"
"8748",-0.2,1983,"Nov",16,4,11,"Autumn","Not"
"8749",-2.8,1983,"Nov",17,3,11,"Autumn","Not"
"8750",0.6,1983,"Nov",18,2,11,"Autumn","Not"
"8751",5.5,1983,"Nov",19,1,11,"Autumn","Not"
"8752",-3,1983,"Nov",21,1,11,"Autumn","Not"
"8753",1.8,1983,"Nov",22,2,11,"Autumn","Not"
"8754",-1.8,1983,"Nov",23,3,11,"Autumn","Not"
"8755",3.8,1983,"Nov",24,4,11,"Autumn","Not"
"8756",5.5,1983,"Nov",25,5,11,"Autumn","Not"
"8757",8.4,1983,"Nov",26,6,11,"Autumn","Not"
"8758",3.4,1983,"Nov",27,7,11,"Autumn","Not"
"8759",-0.6,1983,"Nov",28,8,11,"Autumn","Not"
"8760",-1.5,1983,"Nov",29,9,11,"Autumn","Not"
"8761",-7.5,1983,"Nov",30,10,11,"Autumn","Not"
"8762",-8.1,1983,"Dec",1,11,12,"Winter","Not"
