1722,4,30,5.7
1723,4,30,10.2
1724,4,30,3.7
1725,4,30,6.5
1726,4,30,8.3
1727,4,30,6.6
1728,4,30,3.3
1729,4,30,5.7
1730,4,30,9.0
1731,4,30,7.3
1732,4,30,7.1
1739,4,30,-.7
1740,4,30,6.6
1741,4,30,.2
1742,4,30,4.5
1743,4,30,3.0
1744,4,30,9.2
1746,4,30,1.8
1747,4,30,7.2
1748,4,30,6.3
1749,4,30,10.0
1752,4,30,8.9
1753,4,30,10.2
1754,4,30,5.5
1755,4,30,.4
1756,4,30,-.3
1757,4,30,10.9
1758,4,30,1.2
1759,4,30,6.4
1760,4,30,3.4
1761,4,30,11.1
1762,4,30,15.7
1763,4,30,4.9
1764,4,30,4.6
1765,4,30,4.6
1768,4,30,1.0
1769,4,30,7.1
1774,4,30,6.9
1775,4,30,6.4
1776,4,30,5.8
1777,4,30,4.8
1778,4,30,5.3
1779,4,30,5.7
1780,4,30,2.3
1781,4,30,7.7
1782,4,30,4.0
1783,4,30,12.8
1784,4,30,7.4
1785,4,30,9.3
1786,4,30,.7
1787,4,30,7.2
1788,4,30,11.3
1789,4,30,7.1
1790,4,30,9.0
1791,4,30,3.3
1792,4,30,10.7
1793,4,30,11.4
1794,4,30,10.0
1795,4,30,11.3
1796,4,30,9.7
1797,4,30,.4
1798,4,30,4.5
1799,4,30,5.5
1800,4,30,11.0
1801,4,30,7.0
1802,4,30,9.3
1803,4,30,9.6
1804,4,30,7.3
1805,4,30,.0
1806,4,30,2.3
1807,4,30,9.5
1808,4,30,2.0
1809,4,30,2.5
1810,4,30,6.1
1811,4,30,6.0
1812,4,30,6.1
1813,4,30,.7
1814,4,30,2.7
1815,4,30,5.6
1816,4,30,1.1
1817,4,30,7.8
1818,4,30,9.1
1819,4,30,6.3
1820,4,30,6.5
1821,4,30,12.5
1822,4,30,10.0
1823,4,30,2.9
1824,4,30,15.4
1825,4,30,6.6
1826,4,30,5.6
1827,4,30,4.5
1828,4,30,10.3
1829,4,30,1.3
1830,4,30,13.8
1831,4,30,7.4
1832,4,30,5.8
1833,4,30,.9
1834,4,30,5.1
1835,4,30,4.8
1836,4,30,3.7
1837,4,30,7.3
1838,4,30,1.6
1839,4,30,7.7
1840,4,30,9.3
1841,4,30,6.5
1842,4,30,7.5
1843,4,30,10.9
1844,4,30,7.8
1845,4,30,2.3
1846,4,30,3.7
1847,4,30,4.6
1848,4,30,6.9
1849,4,30,10.9
1850,4,30,7.3
1851,4,30,5.6
1852,4,30,1.6
1853,4,30,5.3
1854,4,30,1.4
1855,4,30,3.5
1856,4,30,.3
1857,4,30,1.6
1858,4,30,7.6
1859,4,30,1.6
1860,4,30,6.7
1861,4,30,2.6
1862,4,30,10.4
1863,4,30,3.2
1864,4,30,-1.2
1865,4,30,.0
1866,4,30,2.2
1867,4,30,-.4
1868,4,30,4.7
1869,4,30,1.7
1870,4,30,3.9
1871,4,30,2.8
1872,4,30,10.7
1873,4,30,.8
1874,4,30,2.6
1875,4,30,3.0
1876,4,30,.6
1877,4,30,2.0
1878,4,30,5.1
1879,4,30,2.9
1880,4,30,5.5
1881,4,30,2.9
1882,4,30,9.4
1883,4,30,5.1
1884,4,30,4.3
1885,4,30,3.3
1886,4,30,-.2
1887,4,30,6.3
1888,4,30,7.4
1889,4,30,6.3
1890,4,30,13.2
1891,4,30,4.8
1892,4,30,7.2
1893,4,30,1.4
1894,4,30,9.5
1895,4,30,11.7
1896,4,30,6.1
1897,4,30,11.6
1898,4,30,3.5
1899,4,30,-.9
1900,4,30,1.1
1901,4,30,10.2
1902,4,30,1.4
1903,4,30,7.7
1904,4,30,5.8
1905,4,30,10.2
1906,4,30,8.4
1907,4,30,3.8
1908,4,30,3.2
1909,4,30,4.2
1910,4,30,5.5
1911,4,30,5.7
1912,4,30,3.3
1913,4,30,11.4
1914,4,30,4.2
1915,4,30,7.9
1916,4,30,11.6
1917,4,30,1.6
1918,4,30,.1
1919,4,30,7.6
1920,4,30,4.9
1921,4,30,8.9
1922,4,30,5.9
1923,4,30,6.8
1924,4,30,2.8
1925,4,30,2.7
1926,4,30,7.3
1927,4,30,1.8
1928,4,30,9.0
1929,4,30,2.8
1930,4,30,9.7
1931,4,30,9.2
1932,4,30,5.7
1933,4,30,7.4
1934,4,30,12.1
1935,4,30,-2.1
1936,4,30,6.2
1937,4,30,13.7
1938,4,30,5.3
1939,4,30,8.3
1940,4,30,4.8
1941,4,30,7.9
1942,4,30,7.9
1943,4,30,4.2
1944,4,30,4.2
1945,4,30,5.4
1946,4,30,6.8
1947,4,30,4.4
1948,4,30,5.2
1949,4,30,8.1
1950,4,30,5.9
1951,4,30,8.2
1952,4,30,9.5
1953,4,30,9.7
1954,4,30,3.1
1955,4,30,6.5
1956,4,30,3.4
1957,4,30,4.1
1958,4,30,10.6
1959,4,30,11.4
1960,4,30,7.9
1961,4,30,6.4
1962,4,30,1.2
1963,4,30,8.6
1964,4,30,8.0
1965,4,30,7.5
1966,4,30,12.1
1967,4,30,4.3
1968,4,30,10.1
1969,4,30,3.7
1970,4,30,5.7
1971,4,30,2.9
1972,4,30,7.2
1973,4,30,5.8
1974,4,30,8.3
1975,4,30,14.0
1976,4,30,2.4
1977,4,30,9.1
1978,4,30,2.2
1979,4,30,4.3
1980,4,30,6.0
1981,4,30,1.2
1982,4,30,3.6
1983,4,30,4.2
1984,4,30,13.5
1985,4,30,2.0
1986,4,30,6.2
1987,4,30,16.0
1988,4,30,9.5
1989,4,30,8.1
1990,4,30,16.2
1991,4,30,5.2
1992,4,30,8.2
1993,4,30,13.4
1994,4,30,5.4
1995,4,30,1.8
1996,4,30,5.4
1997,4,30,5.5
1998,4,30,15.7
1999,4,30,5.3
2000,4,30,10.9
2001,4,30,10.5
2002,4,30,9.5
2003,4,30,10.6
2004,4,30,9.7
2005,4,30,7.9
2006,4,30,8.6
2007,4,30,4.9
2008,4,30,13.8
2009,4,30,9.1
2010,4,30,12.7
2011,4,30,6.9
2012,4,30,8.6
2013,4,30,7.6
