1961,04,30,2.2
1961,04,30,14.8
1961,04,30,9.2
1962,04,30,0.3
1962,04,30,7.8
1962,04,30,5.9
1963,04,30,6.8
1963,04,30,7.4
1963,04,30,8.6
1964,04,30,7.8
1964,04,30,12.8
1964,04,30,9.6
1965,04,30,5.2
1965,04,30,16.1
1965,04,30,12.9
1966,04,30,6.8
1966,04,30,16.8
1966,04,30,14.5
1967,04,30,7.8
1967,04,30,9.6
1967,04,30,10.5
1968,04,30,9.0
1968,04,30,11.7
1968,04,30,7.6
1969,04,30,4.2
1969,04,30,11.9
1969,04,30,10.8
1970,04,30,1.9
1970,04,30,9.0
1970,04,30,3.9
1971,04,30,0.8
1971,04,30,8.6
1971,04,30,6.4
1972,04,30,7.1
1972,04,30,15.2
1972,04,30,12.5
1973,04,30,4.4
1973,04,30,10.6
1973,04,30,8.4
1974,04,30,7.2
1974,04,30,9.3
1974,04,30,10.7
1975,04,30,12.0
1975,04,30,16.0
1975,04,30,19.1
1975,04,30,12.6
1975,04,30,7.0
1976,04,30,5.0
1976,04,30,8.4
1976,04,30,9.6
1976,04,30,11.2
1976,04,30,6.4
1977,04,30,7.9
1977,04,30,11.9
1977,04,30,12.8
1977,04,30,11.4
1977,04,30,8.9
1978,04,30,3.7
1978,04,30,6.4
1978,04,30,6.5
1978,04,30,6.8
1978,04,30,4.1
1979,04,30,6.4
1979,04,30,4.8
1979,04,30,7.9
1979,04,30,5.4
1979,04,30,3.8
1980,04,30,5.9
1980,04,30,14.0
1980,04,30,10.8
1981,04,30,7.2
1981,04,30,5.9
1981,04,30,5.2
1982,04,30,4.9
1982,04,30,10.2
1982,04,30,6.9
1983,04,30,7.1
1983,04,30,8.0
1983,04,30,8.2
1984,04,30,8.9
1984,04,30,16.4
1984,04,30,13.3
1985,04,30,1.6
1985,04,30,2.9
1985,04,30,2.8
1986,04,30,5.0
1986,04,30,9.6
1986,04,30,9.4
1987,04,30,12.6
1987,04,30,21.9
1987,04,30,18.5
1988,04,30,7.7
1988,04,30,18.3
1988,04,30,14.1
1989,04,30,5.6
1989,04,30,13.8
1989,04,30,10.8
1990,04,30,9.4
1990,04,30,17.1
1990,04,30,14.8
1991,04,30,3.0
1991,04,30,6.2
1991,04,30,7.9
1992,04,30,7.0
1992,04,30,11.2
1992,04,30,10.4
1993,04,30,11.4
1993,04,30,19.3
1993,04,30,14.6
1994,04,30,12.2
1994,04,30,15.2
1994,04,30,11.6
1995,04,30,7.5
1995,04,30,11.8
1995,04,30,9.7
1996,04,30,5.4
1996,04,30,9.8
1996,04,30,8.4
1997,04,30,8.8
1997,04,30,9.8
1998,04,30,13.8
1998,04,30,18.0
1999,04,30,8.1
1999,04,30,11.1
2000,04,30,17.7
2000,04,30,22.1
2001,04,30,8.6
2001,04,30,12.4
2002,04,30,8.8
2002,04,30,9.6
2003,04,30,11.5
2003,04,30,11.8
2004,04,30,7.5
2004,04,30,9.7
2005,04,30,9.7
2005,04,30,13.6
2006,04,30,5.7
2006,04,30,6.8
2007,04,30,9.4
2007,04,30,5.8
2008,04,30,11.8
2008,04,30,10.1
2009,04,30,11.2
2009,04,30,15.3
2010,04,30,13.1
2010,04,30,12.2
2011,04,30,7.9
2011,04,30,9.9
2012,04,30,9.8
2012,04,30,14.4
2013,04,30,7.8
2013,04,30,8.8
2014,04,30,9.9
2014,04,30,14.5
2015,04,30,8.8
2015,04,30,9.0
